# Program is called as: merge_data_func.exe A.txt B.txt C.txt -O merged.txt -y 1 2 
0	1.20903	2.14014
0.00512914	1.27336	2.17661
0.0119274	1.11074	2.16931
0.437801	1.62098	1.9842
0.487028	1.63773	1.93259
0.882921	1.84893	1.66909
0.891126	1.84673	1.66559
1.07621	1.84836	1.69045
1.08959	1.92489	1.61078
1.34363	2.05638	1.36612
1.41426	2.09918	1.24135
1.73734	2.05909	0.946792
1.77135	2.20924	0.823054
2.00964	1.9256	0.883272
2.29486	2.08033	0.652358
2.32365	2.05095	0.507598
2.42302	1.85913	0.157613
2.90848	1.4992	0.293113
2.9113	1.50094	0.0719817
2.94963	1.19069	0.308306
3.17581	0.95533	0.325113
3.39972	0.774948	0.171871
3.66306	0.544456	0.352427
3.89644	0.401084	0.506364
3.9834	0.342787	0.583792
4.03404	0.378469	0.63625
4.05613	0.358895	0.640965
4.14807	0.305117	0.590813
4.19847	0.288827	0.777213
4.36724	0.0314305	0.633541
4.37983	-0.00626572	0.753634
4.50171	0.101635	0.739366
4.53454	0.149094	0.767549
4.91232	0.185903	1.30886
4.92185	0.180404	1.31299
5.04624	0.24109	1.45014
5.11298	0.182113	1.47516
5.19743	0.257058	1.52648
5.24235	0.352061	1.55625
5.63641	0.756623	1.95953
5.69331	0.789925	2.0026
6.03584	1.00183	2.14718
6.11518	1.04624	2.1868
6.13583	1.10323	2.26945
6.26121	1.16013	2.33065
